Group Number,RecordID,Address,Master_Property Name,Master_Units_50+
1,5664079,"1 Church St, San Francisco, CA 94114-1180",One Church Street Apartments,93
1,9347209,"1 Church St, San Francisco, CA 94114-1180",One Church Street Apartments,93
2,13899835,"1 Matthew ST, Concord, NH 03301",Alden Place,10
2,13900976,"1 Matthew ST, Concord, NH 03301",Alden Place,5
3,1473699,"10 E Mulberry St, Baltimore, MD 21202",,5
3,19315845,"10 E Mulberry St, Baltimore, MD 21202",,1
4,13840169,"10 Kinston Manor Dr, Westminster, SC 29693",Lake Hartwell Villas,108
4,21157053,"10 Kinston Manor Dr, Westminster, SC 29693",Lake Hartwell Villas,32
5,12692475,"10 Smith Manor Blvd, West Orange, NJ 07052-4223",Crown View Manor,179
5,9009507,"10 Smith Manor Blvd, West Orange, NJ 07052-4223",Crown View Manor,179
6,11493646,"10 W Chase St, Baltimore, MD 21201-5497",The Calvert School Apartments,13
6,9085100,"10 W Chase St, Baltimore, MD 21201-5497",The Calvert School Apartments,13
7,12342172,"100 E Kennedy Blvd, Eatonville, FL 32751-5348",,342
7,12342183,"100 E Kennedy Blvd, Eatonville, FL 32751-5348",,34
8,12660953,"100 E Station St, Barrington, IL 60010",Cook Street Plaza,21
8,6609187,"100 E Station St, Barrington, IL 60010",Cook Street Plaza,21
9,4501605,"100 Lawrence St, Haverhill, MA 01830-3352",,
9,4501606,"100 Lawrence St, Haverhill, MA 01830-3352",,22
10,12711882,"100-150 Oceana Dr W, Brooklyn, NY 11235-7048",,104
10,15864847,"100-150 Oceana Dr W, Brooklyn, NY 11235-7048",,927
11,11458906,"1000 Padre Blvd, South Padre Island, TX 78597-6604",Sunchase IV Condominiums,
11,12663279,"1000 Padre Blvd, South Padre Island, TX 78597-6604",Sunchase IV Condominiums,120
12,11357692,"1001 Carpenters Way, Lakeland, FL 33809-3956",,
12,1557922,"1001 Carpenters Way, Lakeland, FL 33809-3956",,
13,10186068,"1001 N Shoreline Blvd, Mountain View, CA 94043",Avelle,203
13,21289884,"1001 N Shoreline Blvd, Mountain View, CA 94043",Avelle,
14,12684430,"101 California Ave, Santa Monica, CA 90403",Santa Monica Bay Towers,91
14,12740565,"101 California Ave, Santa Monica, CA 90403",Santa Monica Bay Towers,91
15,11444939,"101 NW 26th St, Miami, FL 33127",,5
15,6063244,"101 NW 26th St, Miami, FL 33127",,5
16,11526691,"1010 Padre Blvd, South Padre Island, TX 78597",Sunchase Beachfront Condos,
16,12661799,"1010 Padre Blvd, South Padre Island, TX 78597",Sunchase Beachfront Condos,72
17,11091556,"1011 Missouri St, Lawrence, KS 66044-2960",Hawker Apartments,56
17,9141077,"1011 Missouri St, Lawrence, KS 66044-2960",Hawker Apartments,50
18,5461719,"1017-1019 S 11th St, Fernandina Beach, FL 32034-3508",,4
18,5462061,"1017-1019 S 11th St, Fernandina Beach, FL 32034-3508",,18
19,5421796,"1022 SW 4th Ave, Gainesville, FL 32601-6358",,2
19,5421821,"1022 SW 4th Ave, Gainesville, FL 32601-6358",,2
20,12283407,"1025 4th Ave SE, Le Mars, IA 51031-2670",,11
20,12283413,"1025 4th Ave SE, Le Mars, IA 51031-2670",,6
21,5386108,"103 NW 10th St, Gainesville, FL 32601-1106",,5
21,5386541,"103 NW 10th St, Gainesville, FL 32601-1106",,5
22,20941059,"103 Temple St, Nashua, NH 03060",,72
22,20941061,"103 Temple St, Nashua, NH 03060",,205
23,4170565,"1030 NE 80th St, Miami, FL 33138",,6
23,5864044,"1030 NE 80th St, Miami, FL 33138",,6
24,11225768,"10300 Forest Hill Blvd, Wellington, FL 33414-3120",,700
24,11225772,"10300 Forest Hill Blvd, Wellington, FL 33414-3120",,350
24,11225788,"10300 Forest Hill Blvd, Wellington, FL 33414-3120",,
25,9536068,"10407 Bogardus Ave, Whittier, CA 90603-2658",Friendly Hills Villas,30
25,9889385,"10407 Bogardus Ave, Whittier, CA 90603-2658",Friendly Hills Villas,21
26,5747283,"105 E 2nd, Sheridan, IN 46069",,5
26,6765038,"105 E 2nd, Sheridan, IN 46069",,5
27,22441806,"105 Honey Locust Ln, Greenville, IL 62246-1164",Emerald Pointe,27
27,9522869,"105 Honey Locust Ln, Greenville, IL 62246-1164",Emerald Pointe,
28,8780455,"1056 N 35th St, Seattle, WA 98103",,
28,8780510,"1056 N 35th St, Seattle, WA 98103",,
29,18895638,"1056 Tpc Blvd, Murrells Inlet, SC 29576-8912",Magnolia Bridge at Murrells Inlet,107
29,21488522,"1056 Tpc Blvd, Murrells Inlet, SC 29576-8912",Magnolia Bridge at Murrells Inlet,
30,12663572,"10591 Bay Pines Blvd, Saint Petersburg, FL 33708-3101",,6
30,4518748,"10591 Bay Pines Blvd, Saint Petersburg, FL 33708-3101",,6
31,6028538,"106 W 116th St, New York, NY 10026",Graceline Court,33
31,6160812,"106 W 116th St, New York, NY 10026",Graceline Court,32
32,11014575,"106-108 Martin St, West Haven, CT 06516-5030",Martin,19
32,9700443,"106-108 Martin St, West Haven, CT 06516-5030",Martin,18
33,11527618,"10660 Old Saint Augustine Rd, Jacksonville, FL 32257-1076",Wyndham Lakes,15
33,1496473,"10660 Old Saint Augustine Rd, Jacksonville, FL 32257-1076",Wyndham Lakes,
34,5464847,"107 S Lone Oak Dr, Leesburg, FL 34748-5448",,3
34,5465520,"107 S Lone Oak Dr, Leesburg, FL 34748-5448",,3
35,13809858,"1076 Lakeport Plz, Okeechobee, FL 34974",,8
35,20220149,"1076 Lakeport Plz, Okeechobee, FL 34974",,21
36,5385818,"110 NW 9th Ter, Gainesville, FL 32601-1108",,8
36,5386163,"110 NW 9th Ter, Gainesville, FL 32601-1108",,10
37,21473785,"110 Ocean Ave, Revere, MA 02151-3633",,
37,21507178,"110 Ocean Ave, Revere, MA 02151-3633",,56
38,1575073,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1575105,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1575168,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1575218,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1575966,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582307,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582421,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582457,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582481,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582497,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582517,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
38,1582647,"110 Wood Rd, Los Gatos, CA 95030-6737",Los Gatos Meadows,
39,19820664,"1100 W Locust St, Canton, IL 61520-9683",Woodland Hills,131
39,21014523,"1100 W Locust St, Canton, IL 61520-9683",Woodland Hills,131
40,10735532,"11001 Austin Ln, Austin, TX 78758",Maravilla at the Domain,
40,21830101,"11001 Austin Ln, Austin, TX 78758",Maravilla at the Domain,
41,10196819,"1101-1109 Q St NW, Washington, DC 20009-4312",,15
41,10220159,"1101-1109 Q St NW, Washington, DC 20009-4312",,14
42,5396553,"11036 W Sample Rd, Coral Springs, FL 33065-2631",,9
42,5397211,"11036 W Sample Rd, Coral Springs, FL 33065-2631",,4
43,8850371,"1105 Avenue D, Plattsmouth, NE 68048",,9
43,8850372,"1105 Avenue D, Plattsmouth, NE 68048",,13
44,5465907,"1107 Cedar Ave S, Niceville, FL 32578-3154",,1
44,5465965,"1107 Cedar Ave S, Niceville, FL 32578-3154",,2
44,5466245,"1107 Cedar Ave S, Niceville, FL 32578-3154",,2
44,5466535,"1107 Cedar Ave S, Niceville, FL 32578-3154",,2
44,5476216,"1107 Cedar Ave S, Niceville, FL 32578-3154",,2
45,5385897,"111 SW 12th St, Gainesville, FL 32601-6110",,2
45,5386540,"111 SW 12th St, Gainesville, FL 32601-6110",,7
46,5385914,"1114 SW 7th Ave, Gainesville, FL 32601-1301",,10
46,5385992,"1114 SW 7th Ave, Gainesville, FL 32601-1301",,10
46,5386087,"1114 SW 7th Ave, Gainesville, FL 32601-1301",,10
47,9570473,"1115 Hassinger St, Honolulu, HI 96814",,4
47,9570485,"1115 Hassinger St, Honolulu, HI 96814",,4
48,6117333,"112 W Washington Blvd, Fort Wayne, IN 46802",Midtowne Crossing Condominiums,10
48,6117360,"112 W Washington Blvd, Fort Wayne, IN 46802",Midtowne Crossing Condominiums,104
49,1509909,"1121 Riverside Dr, Dayton, OH 45405-4211",,4
49,1552822,"1121 Riverside Dr, Dayton, OH 45405-4211",,4
50,5386180,"1126 SW 2nd Ave, Gainesville, FL 32601-6195",,4
50,5386526,"1126 SW 2nd Ave, Gainesville, FL 32601-6195",,4
51,5385637,"1128 SW 6th Ave, Gainesville, FL 32601-6351",,5
51,5386560,"1128 SW 6th Ave, Gainesville, FL 32601-6351",,2
52,20946228,"1130 N Calvert St, Baltimore, MD 21202",,15
52,7079998,"1130 N Calvert St, Baltimore, MD 21202",,9
53,10148477,"1130 W 26th St, Hialeah, FL 33010-1166",,4
53,9723788,"1130 W 26th St, Hialeah, FL 33010-1166",,4
54,5721210,"1132 S Doheny Dr, Los Angeles, CA 90035",,9
54,851000,"1132 S Doheny Dr, Los Angeles, CA 90035",,9
55,10050173,"1144 S Ocean Dr, Fort Pierce, FL 34949-3324",,4
55,20848764,"1144 S Ocean Dr, Fort Pierce, FL 34949-3324",,4
56,5394858,"11461 NW 44th St, Coral Springs, FL 33065-7121",,10
56,5397062,"11461 NW 44th St, Coral Springs, FL 33065-7121",,6
56,5396942,"11461 NW 44th St, Coral Springs, FL 33065-7121",L&P Apartments,20
56,5423376,"11461 NW 44th St, Coral Springs, FL 33065-7121",L&P Apartments,20
57,10532679,"115 River Rd, Edgewater, NJ 07020-1034",,475
57,10532683,"115 River Rd, Edgewater, NJ 07020-1034",,529
57,10532689,"115 River Rd, Edgewater, NJ 07020-1034",,437
58,5856939,"1151 SW 29th St, Fort Lauderdale, FL 33315-2909",,1
58,9443707,"1151 SW 29th St, Fort Lauderdale, FL 33315-2909",,2
59,13969702,"1152 Old Hammock Rd, Port Orange, FL 32129",,4
59,6921608,"1152 Old Hammock Rd, Port Orange, FL 32129",,
60,7076262,"1153 Steubenville Ave, Cambridge, OH 43725",,6
60,8316289,"1153 Steubenville Ave, Cambridge, OH 43725",,6
61,11049048,"1163 Hopper Ave, Santa Rosa, CA 95403-1606",Hopper Lane Apartments,120
61,7761573,"1163 Hopper Ave, Santa Rosa, CA 95403-1606",Hopper Lane Apartments,120
62,5385723,"117 NW 15th St, Gainesville, FL 32603-1973",,8
62,5385973,"117 NW 15th St, Gainesville, FL 32603-1973",,4
62,5386757,"117 NW 15th St, Gainesville, FL 32603-1973",,16
63,8222515,"1177 San Marino Dr, San Marcos, CA 92078-4633",The Meridian at Lake San Marcos,
63,8222555,"1177 San Marino Dr, San Marcos, CA 92078-4633",The Meridian at Lake San Marcos,
64,1188453,"11771 Montana Ave, Los Angeles, CA 90049",Metro Art Brentwood,61
64,9294776,"11771 Montana Ave, Los Angeles, CA 90049",Metro Art Brentwood,62
65,12667184,"11807 Front Beach Rd, Panama City Beach, FL 32407",Grand Panama Beach Resort,299
65,8112996,"11807 Front Beach Rd, Panama City Beach, FL 32407",Grand Panama Beach Resort,
66,12717038,"11889 Indian Trails Rd, Marietta, OK 73448-6334",,33
66,21469987,"11889 Indian Trails Rd, Marietta, OK 73448-6334",,3
67,12066390,"12 E 37th St, New York, NY 10016-2823",,121
67,12066430,"12 E 37th St, New York, NY 10016-2823",,121
68,5386278,"120 NW 8th St, Gainesville, FL 32601-1118",,4
68,5386613,"120 NW 8th St, Gainesville, FL 32601-1118",,4
69,12712272,"12005 Hillside Ave, Richmond Hill, NY 11418-1849",,36
69,7133370,"12005 Hillside Ave, Richmond Hill, NY 11418-1849",,36
70,11279215,"1201 Broadway, Millbrae, CA 94030-1900",Cadence Millbrae,158
70,5517915,"1201 Broadway, Millbrae, CA 94030-1900",Cadence Millbrae,
71,5386265,"1203 SW 1st Ave, Gainesville, FL 32601-6118",,3
71,5386700,"1203 SW 1st Ave, Gainesville, FL 32601-6118",,3
72,5385933,"1208 SW 1st Ave, Gainesville, FL 32601-6162",,5
72,5386218,"1208 SW 1st Ave, Gainesville, FL 32601-6162",,5
73,5386107,"1212 SW 1st Ave, Gainesville, FL 32601-6117",,2
73,5386324,"1212 SW 1st Ave, Gainesville, FL 32601-6117",,3
74,16319124,"1216 5th Ave, Youngstown, OH 44504",Park Vista,88
74,5936102,"1216 5th Ave, Youngstown, OH 44504",Park Vista,
75,5386532,"1216 SW 3rd Ave, Gainesville, FL 32601-1315",,5
75,5386693,"1216 SW 3rd Ave, Gainesville, FL 32601-1315",,16
76,7316891,"1216 Westridge Ct, Greenville, NC 27834",,2
76,7799475,"1216 Westridge Ct, Greenville, NC 27834",,2
76,7799488,"1216 Westridge Ct, Greenville, NC 27834",,2
76,7799495,"1216 Westridge Ct, Greenville, NC 27834",,2
76,7799505,"1216 Westridge Ct, Greenville, NC 27834",,2
77,5385976,"1221 SW 4th Ave, Gainesville, FL 32601-6357",,4
77,5386176,"1221 SW 4th Ave, Gainesville, FL 32601-6357",,10
78,21264688,"12250 Town Center Blvd, Covington, GA 30014-6563",The Forum,132
78,21264689,"12250 Town Center Blvd, Covington, GA 30014-6563",The Forum,68
79,5385611,"1234 SW 1st Ave, Gainesville, FL 32601-6123",,5
79,5385649,"1234 SW 1st Ave, Gainesville, FL 32601-6123",,4
80,9299714,"12340 Bass Lake Rd, Chardon, OH 44024-9364",Heather Hill SNF,
80,9299931,"12340 Bass Lake Rd, Chardon, OH 44024-9364",Heather Hill SNF,
81,5385640,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,3
81,5385714,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,3
81,5385727,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5385745,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,6
81,5385806,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5385817,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5385821,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5385829,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5385884,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5385905,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,6
81,5385961,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5386004,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,2
81,5386033,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5386116,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,3
81,5386136,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,3
81,5386139,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,3
81,5386142,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5386472,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,7
81,5386502,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5386546,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,5
81,5386594,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5386615,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5386620,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
81,5386684,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,2
81,5386759,"1236 NW 5th Ave, Gainesville, FL 32601-4985",,4
82,12716952,"125 W 136th St, New York, NY 10030-2606",,2
82,4424490,"125 W 136th St, New York, NY 10030-2606",,11
83,12697494,"125 W 96th St, New York, NY 10025-6419",,29
83,12717466,"125 W 96th St, New York, NY 10025-6419",,60
84,19760632,"125 W Anapamu St, Santa Barbara, CA 93101-3148",,29
84,5387969,"125 W Anapamu St, Santa Barbara, CA 93101-3148",,
85,11280230,"1250 S Pearl St, Denver, CO 80210-1538",Aston on South Pearl,73
85,12864656,"1250 S Pearl St, Denver, CO 80210-1538",Aston on South Pearl,73
86,10231500,"12504-12506 Townepark Way, Middletown, KY 40243",,16
86,20914416,"12504-12506 Townepark Way, Middletown, KY 40243",,16
87,12878757,"1251 S Eliseo Dr, Greenbrae, CA 94904",,43
87,7777566,"1251 S Eliseo Dr, Greenbrae, CA 94904",,
88,10885679,"12530 Innovation East Dr, Orlando, FL 32828-7965",Hudson at East,275
88,19233068,"12530 Innovation East Dr, Orlando, FL 32828-7965",Hudson at East,275
89,4329032,"127 1st Ave S, Jacksonville Beach, FL 32250-6844",,13
89,4329033,"127 1st Ave S, Jacksonville Beach, FL 32250-6844",,13
90,12712405,"12911 Jamaica Ave, Richmond Hill, NY 11418-2689",,117
90,9911697,"12911 Jamaica Ave, Richmond Hill, NY 11418-2689",,117
91,5540051,"1295 S Boulevard, Idaho Falls, ID 83404",,6
91,7295529,"1295 S Boulevard, Idaho Falls, ID 83404",,6
92,21395170,"130 E Nine Mile Rd, Pensacola, FL 32534",,4
92,7855301,"130 E Nine Mile Rd, Pensacola, FL 32534",,24
93,11042965,"1300 W Lincoln Ave, Port Washington, WI 53074-2098",Lincoln Village,49
93,9810266,"1300 W Lincoln Ave, Port Washington, WI 53074-2098",Lincoln Village,
94,18909762,"1305 Wayne Ave, Indiana, PA 15701",,
94,19295674,"1305 Wayne Ave, Indiana, PA 15701",,33
95,4617590,"13121 N 25th St, Tampa, FL 33612-3828",Strickland Manor,14
95,4617591,"13121 N 25th St, Tampa, FL 33612-3828",Strickland Manor,
96,4088046,"1320 E Blacklidge Dr, Tucson, AZ 85719",,
96,4088047,"1320 E Blacklidge Dr, Tucson, AZ 85719",,7
97,20861359,"1321 NW 21st Ave, Gainesville, FL 32605-4030",,1
97,5386066,"1321 NW 21st Ave, Gainesville, FL 32605-4030",,12
98,11476696,"1325 Las Villas Way, Escondido, CA 92026-1946",Las Villas Del Norte,32
98,4803954,"1325 Las Villas Way, Escondido, CA 92026-1946",Las Villas Del Norte,
99,19821094,"1332 Waterford Cir, Goshen, IN 46526",Waterford Crossing,145
99,9648110,"1332 Waterford Cir, Goshen, IN 46526",Waterford Crossing,
100,10128917,"1335 Stewartstown Rd, Morgantown, WV 26505-2914",Bon Vista Villas,255
100,8852252,"1335 Stewartstown Rd, Morgantown, WV 26505-2914",Bon Vista Villas,255
101,12041794,"1361 E Boot Rd, West Chester, PA 19380-5934",Wellington at Hershey's Mill,291
101,8045053,"1361 E Boot Rd, West Chester, PA 19380-5934",Wellington at Hershey's Mill,
102,19680426,"1365 Gatewood Dr, Auburn, AL 36830",The Residences at Arbor Lake,
102,19735809,"1365 Gatewood Dr, Auburn, AL 36830",The Residences at Arbor Lake,108
103,4818495,"137 E 13th St, New York, NY 10003-5435",,6
103,7733951,"137 E 13th St, New York, NY 10003-5435",,8
104,695469,"137 N Federal Hwy, Dania Beach, FL 33004",,19
104,7076810,"137 N Federal Hwy, Dania Beach, FL 33004",,16
105,10625219,"13700 Gulf Blvd, Madeira Beach, FL 33708-2585",,4
105,4627996,"13700 Gulf Blvd, Madeira Beach, FL 33708-2585",,18
106,11527541,"13815 Rodeo Dr, Victorville, CA 92395-5600",Sierra Vista,
106,4674200,"13815 Rodeo Dr, Victorville, CA 92395-5600",Sierra Vista,
107,9601435,"14 Lakeview Cir, Wahiawa, HI 96786",,6
107,9601436,"14 Lakeview Cir, Wahiawa, HI 96786",,6
107,9601459,"14 Lakeview Cir, Wahiawa, HI 96786",,1
108,10012931,"1400 Chicago Ave, Evanston, IL 60201-4792",,63
108,9480447,"1400 Chicago Ave, Evanston, IL 60201-4792",,63
109,11386392,"1400 NE 2nd Ave, Portland, OR 97232-1148",Calaroga Terrace,20
109,4638242,"1400 NE 2nd Ave, Portland, OR 97232-1148",Calaroga Terrace,
110,14969960,"141 Jeff St, Three Rivers, TX 78071-3278",Choke Canyon Lodge,
110,22039036,"141 Jeff St, Three Rivers, TX 78071-3278",Choke Canyon Lodge,10
111,887030,"14108 Doty Ave, Hawthorne, CA 90250-8054",Coronado,38
111,9408358,"14108 Doty Ave, Hawthorne, CA 90250-8054",Coronado,38
112,18626917,"1411 NW North River Dr, Miami, FL 33125",MidRiverVu,475
112,18638833,"1411 NW North River Dr, Miami, FL 33125",MidRiverVu,475
113,4281210,"1412 Chapin St NW, Washington, DC 20009",,41
113,9239080,"1412 Chapin St NW, Washington, DC 20009",,30
114,12372218,"1413 Egypt St, Houston, TX 77009",,4
114,7279222,"1413 Egypt St, Houston, TX 77009",,4
115,6633558,"1414 Kyle Rd, Benton, AR 72015",,6
115,6633575,"1414 Kyle Rd, Benton, AR 72015",,4
116,12053821,"142 Ludlow St, Stamford, CT 06902-6980",,8
116,12054864,"142 Ludlow St, Stamford, CT 06902-6980",,7
117,10319400,"142-15 Cherry Ave, Flushing, NY 11355",,20
117,9660675,"142-15 Cherry Ave, Flushing, NY 11355",,20
118,5463366,"1426 Woodside Dr, San Luis Obispo, CA 93401-5937",,
118,5475511,"1426 Woodside Dr, San Luis Obispo, CA 93401-5937",,
119,5385644,"1427 NW 6th Pl, Gainesville, FL 32603-1339",,2
119,5386262,"1427 NW 6th Pl, Gainesville, FL 32603-1339",,6
119,5386628,"1427 NW 6th Pl, Gainesville, FL 32603-1339",,4
120,11221227,"144 W 5th St, Kemah, TX 77565-2620",,4
120,11320007,"144 W 5th St, Kemah, TX 77565-2620",,4
121,11087436,"14483 Private Road 2346, Ore City, TX 75683",Old Camp Joy,
121,17060204,"14483 Private Road 2346, Ore City, TX 75683",Old Camp Joy,
122,10093475,"1450 Amscott St, McKinney, TX 75069-7144",Newsome Homes,60
122,10097843,"1450 Amscott St, McKinney, TX 75069-7144",Newsome Homes,180
123,5916865,"1452 Liholiho St, Honolulu, HI 96822-4181",Piikoi Villa,24
123,5933160,"1452 Liholiho St, Honolulu, HI 96822-4181",Piikoi Villa,40
124,17504794,"150 Shoreline Hwy, Mill Valley, CA 94941-3639",,32
124,19261765,"150 Shoreline Hwy, Mill Valley, CA 94941-3639",,24
125,5481826,"1501 N Orange Ave, Sarasota, FL 34236-2631",,
125,5483011,"1501 N Orange Ave, Sarasota, FL 34236-2631",,
125,5483065,"1501 N Orange Ave, Sarasota, FL 34236-2631",,
125,5483584,"1501 N Orange Ave, Sarasota, FL 34236-2631",,
125,5494922,"1501 N Orange Ave, Sarasota, FL 34236-2631",,
126,10861235,"151 Wisconsin St, West Bend, WI 53095-3402",River Bend Senior Village,52
126,9400470,"151 Wisconsin St, West Bend, WI 53095-3402",River Bend Senior Village,
127,21922076,"1510 Pennington Rd, Ewing, NJ 08618-1302",,
127,21922081,"1510 Pennington Rd, Ewing, NJ 08618-1302",,
128,5461728,"1515 Nectarine St, Fernandina Beach, FL 32034-3029",,
128,5477960,"1515 Nectarine St, Fernandina Beach, FL 32034-3029",,
129,6475706,"1517 N Haskell Ave, Dallas, TX 75204",,8
129,7615715,"1517 N Haskell Ave, Dallas, TX 75204",,8
130,9384421,"152 N 226 Hwy, Bakersville, NC 28705-5105",,13
130,9480856,"152 N 226 Hwy, Bakersville, NC 28705-5105",,13
131,20954282,"152 N 56th St, Mesa, AZ 85205",Copper Heights,78
131,5843633,"152 N 56th St, Mesa, AZ 85205",Copper Heights,78
132,5385729,"1523 NW 7th St, Gainesville, FL 32601-4096",,10
132,5385757,"1523 NW 7th St, Gainesville, FL 32601-4096",,10
132,5386571,"1523 NW 7th St, Gainesville, FL 32601-4096",,10
133,9571939,"1531 Kewalo St, Honolulu, HI 96822",,4
133,9571948,"1531 Kewalo St, Honolulu, HI 96822",,6
133,9571950,"1531 Kewalo St, Honolulu, HI 96822",,6
134,11372889,"1535 West Ave, Miami Beach, FL 33139",,
134,4214208,"1535 West Ave, Miami Beach, FL 33139",,12
135,12684697,"1537 S Bundy Dr, Los Angeles, CA 90025",,28
135,8029846,"1537 S Bundy Dr, Los Angeles, CA 90025",,16
136,83996,"1544 7th St, Santa Monica, CA 90401",,20
136,8437034,"1544 7th St, Santa Monica, CA 90401",,17
137,12739617,"15447 Pomona Rincon Rd, Chino Hills, CA 91709-3143",,74
137,7332594,"15447 Pomona Rincon Rd, Chino Hills, CA 91709-3143",,18
138,10212354,"15475 Middlebelt Rd, Livonia, MI 48154-3805",Marycrest Manor,
138,9054382,"15475 Middlebelt Rd, Livonia, MI 48154-3805",Marycrest Manor,
139,468944,"155 Water St, New York, NY 10038-4920",,66
139,7139631,"155 Water St, New York, NY 10038-4920",,64
140,11429082,"15700 Emerald Way, Bowie, MD 20716",,650
140,13955643,"15700 Emerald Way, Bowie, MD 20716",,800
141,12051510,"16 Turk St, San Francisco, CA 94102-2808",FOUND Study San Francisco,36
141,9598362,"16 Turk St, San Francisco, CA 94102-2808",FOUND Study San Francisco,72
142,12811418,"1600 Graves Mill Rd, Lynchburg, VA 24502",Rosedale Apartments,720
142,19765615,"1600 Graves Mill Rd, Lynchburg, VA 24502",Rosedale Apartments,77
143,18827966,"1600 N La Salle Dr, Chicago, IL 60610",Old Town Canvas,349
143,21927285,"1600 N La Salle Dr, Chicago, IL 60610",Old Town Canvas,349
144,10083586,"1601 Professional Pky, Auburn, AL 36830-1801",Summer Village Senior Living,
144,19299372,"1601 Professional Pky, Auburn, AL 36830-1801",Summer Village Senior Living,77
145,19751819,"1601 Sparkman Dr NW, Huntsville, AL 35816-1143",,24
145,20925104,"1601 Sparkman Dr NW, Huntsville, AL 35816-1143",,24
146,10233330,"1609 NW 29th Rd, Gainesville, FL 32605-3050",Eagle Trace Townhomes,193
146,9908798,"1609 NW 29th Rd, Gainesville, FL 32605-3050",Eagle Trace Townhomes,117
147,4706103,"1615 E Boot Rd, West Chester, PA 19380-6001",Bellingham at West Chester,
147,4706104,"1615 E Boot Rd, West Chester, PA 19380-6001",Bellingham at West Chester,
148,9570475,"1615 Emerson St, Honolulu, HI 96822",,8
148,9570479,"1615 Emerson St, Honolulu, HI 96822",,4
149,11616427,"162 Edgewood Cir, Winston-Salem, NC 27127-3913",,1
149,11775738,"162 Edgewood Cir, Winston-Salem, NC 27127-3913",,1
150,11616442,"1665 Village Pl, Winston-Salem, NC 27127-5817",,1
150,11775734,"1665 Village Pl, Winston-Salem, NC 27127-5817",,1
151,10858318,"1690 W Overland Rd, Meridian, ID 83642-6548",,64
151,10868592,"1690 W Overland Rd, Meridian, ID 83642-6548",,16
152,10099087,"170 E Mosholu Pky S, Bronx, NY 10458-1174",,27
152,10287971,"170 E Mosholu Pky S, Bronx, NY 10458-1174",,27
153,12923903,"1700 Tice Valley Blvd, Walnut Creek, CA 94595",Byron Park,187
153,6472908,"1700 Tice Valley Blvd, Walnut Creek, CA 94595",Byron Park,
154,11458514,"1701 Orchard Ave, Wenatchee, WA 98801-4702",Blossom Valley,70
154,6933968,"1701 Orchard Ave, Wenatchee, WA 98801-4702",Blossom Valley,
155,12054473,"1717 Bellevue Ave, Richmond, VA 23227-3961",Legacy at Imperial Village,492
155,7206909,"1717 Bellevue Ave, Richmond, VA 23227-3961",Legacy at Imperial Village,
156,6147569,"1717 Norfolk Ave, Lubbock, TX 79416",,
156,6147574,"1717 Norfolk Ave, Lubbock, TX 79416",,
156,6147582,"1717 Norfolk Ave, Lubbock, TX 79416",,
157,10034024,"1717 S Jentilly Ln, Tempe, AZ 85281-0808",The Place on Jentilly,33
157,10985076,"1717 S Jentilly Ln, Tempe, AZ 85281-0808",The Place on Jentilly,33
158,10142037,"1744 Boston St, Aurora, CO 80010-1911",,
158,21753230,"1744 Boston St, Aurora, CO 80010-1911",,8
